battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT001890,Samsung SDI,NMC,103.37,1039,31.84,1.253,1.489,60.07,5.5,0.554,1.61,80.84
BAT001891,Tesla,LFP,71.45,1109,31.41,1.661,1.155,30.86,4.2,0.391,,87.03
BAT001892,LG Chem,NMC,104.26,700,,0.5,1.028,65.88,0.2,0.348,0.8,85.19
BAT001893,BYD,NMC,67.85,391,35.52,1.254,1.474,67.99,2.7,0.159,1.1,89.71
BAT001894,Panasonic,LFP,103.68,152,37.45,0.674,0.5,51.02,7.3,0.184,3.04,94.6
BAT001895,CATL,LFP,82.6,,,0.525,0.599,24.19,,0.369,2.22,86.03
BAT001896,BYD,LFP,83.45,1378,22.24,1.05,1.147,,3.6,0.046,0.63,90.75
BAT001897,CATL,NMC,67.32,972,30.46,0.5,0.921,58.14,0.8,0.351,0.42,85.95
BAT001898,Tesla,NMC,83.65,1574,5.68,0.692,0.901,90.0,5.6,0.173,1.54,80.02
BAT001899,Panasonic,NCA,100.39,1336,23.24,0.786,0.659,,0.4,0.143,5.02,75.28
BAT001900,BYD,NCA,72.83,803,31.74,1.349,0.5,57.66,1.0,0.057,0.56,84.81
BAT001901,CATL,NMC,69.91,501,,,0.933,53.87,0.6,,1.2,
BAT001902,Tesla,NMC,71.3,1069,30.12,1.5,0.699,48.0,3.3,0.278,1.57,86.81
BAT001903,BYD,NMC,99.3,1055,11.0,2.304,1.067,54.18,4.0,0.478,0.45,85.88
BAT001904,Tesla,NMC,87.83,77,26.99,1.64,1.116,33.88,0.8,0.153,0.62,98.79
BAT001905,BYD,LFP,96.72,113,21.77,0.88,0.679,36.88,1.1,0.052,1.9,101.14
BAT001906,Panasonic,NCA,79.7,244,23.42,0.5,1.543,54.4,0.4,0.257,1.02,90.88
BAT001907,Samsung SDI,NMC,75.59,50,18.36,1.535,,54.9,1.9,0.254,1.15,93.97
BAT001908,Panasonic,NMC,81.36,1477,36.19,0.679,1.269,60.88,2.0,0.172,4.09,75.67
BAT001909,Panasonic,NCA,91.05,806,25.48,,0.5,58.13,0.1,0.294,2.14,86.53
BAT001910,Tesla,NMC,71.29,1628,26.02,0.505,0.5,38.67,0.3,0.368,0.38,80.92
BAT001911,Panasonic,NCA,95.53,362,39.43,0.5,1.048,64.7,3.4,0.375,1.08,87.79
BAT001912,BYD,LFP,80.49,261,18.53,1.038,1.613,48.4,8.0,0.159,7.44,87.0
BAT001913,Samsung SDI,NCA,40.0,1095,25.98,1.12,0.538,76.95,0.5,0.638,0.95,76.92
BAT001914,Panasonic,NMC,88.25,50,20.23,1.095,0.856,65.91,0.5,,2.49,92.49
BAT001915,LG Chem,NMC,55.92,473,19.89,1.797,0.911,71.75,0.9,0.54,2.73,86.84
BAT001916,BYD,NMC,87.89,540,27.15,0.5,1.26,60.8,0.8,0.244,1.69,88.67
BAT001917,,NMC,88.52,,23.03,1.744,0.533,90.0,6.4,0.265,0.14,94.42
BAT001918,CATL,NMC,79.95,602,38.85,1.355,0.5,49.44,3.6,0.303,2.52,85.3
BAT001919,LG Chem,NCA,83.16,219,37.48,0.688,1.281,64.61,0.9,0.359,0.76,88.81
BAT001920,LG Chem,LFP,91.48,1196,23.86,0.893,0.797,67.6,0.7,0.15,0.44,87.04
BAT001921,CATL,LFP,67.57,588,14.21,1.209,1.435,,4.5,0.205,1.54,92.09
BAT001922,Tesla,NMC,86.9,387,22.96,1.283,1.451,58.66,1.2,0.412,3.57,86.07
BAT001923,CATL,LFP,92.45,905,43.12,0.5,0.5,72.44,6.4,0.331,4.55,82.95
BAT001924,Panasonic,LFP,101.4,246,18.79,0.996,1.017,69.91,1.3,,4.29,98.23
BAT001925,BYD,NMC,58.41,145,36.23,0.621,,68.84,6.1,0.193,1.97,89.98
BAT001926,Tesla,NCA,81.13,1609,29.07,0.944,0.925,64.84,3.6,0.267,1.02,79.28
BAT001927,CATL,NMC,60.58,2898,16.8,0.525,1.096,57.09,2.3,0.011,5.4,66.62
BAT001928,LG Chem,NMC,59.94,1210,20.38,1.046,1.695,69.99,0.7,0.303,2.53,80.13
BAT001929,CATL,NMC,80.39,707,21.37,0.673,0.908,47.13,1.1,0.34,6.03,83.05
BAT001930,Tesla,LFP,76.16,375,19.36,1.209,1.542,75.13,0.6,0.402,3.44,88.24
BAT001931,CATL,LFP,92.18,815,16.98,0.5,1.096,64.17,,0.091,5.46,88.17
BAT001932,CATL,NMC,,2020,20.97,0.5,1.553,85.05,1.8,0.135,3.2,77.24
BAT001933,CATL,NMC,72.99,509,22.34,1.487,1.32,69.75,2.2,0.558,0.28,93.85
BAT001934,CATL,NMC,78.17,434,34.09,1.496,0.5,51.81,9.6,0.2,2.94,89.09
BAT001935,CATL,,62.07,684,28.07,1.894,1.416,50.29,5.9,0.414,1.75,
BAT001936,,NMC,64.15,765,28.49,0.577,1.447,58.99,1.5,,2.48,87.34
BAT001937,Panasonic,NMC,91.74,580,27.45,0.5,1.217,71.52,1.4,0.301,1.04,86.95
BAT001938,BYD,NMC,66.77,477,19.43,0.506,1.125,67.99,0.2,0.274,2.36,95.35
BAT001939,LG Chem,,92.74,1865,33.03,0.692,,52.74,4.8,,1.3,77.77
BAT001940,Tesla,NMC,84.11,182,21.96,1.64,0.673,22.73,9.4,0.157,1.61,93.65
BAT001941,Tesla,LFP,51.79,80,22.65,1.237,0.861,34.42,1.2,0.219,4.12,94.27
BAT001942,Panasonic,NMC,82.96,856,27.65,1.275,1.392,62.83,0.4,0.407,0.66,
BAT001943,BYD,NMC,82.84,489,42.5,0.5,0.507,60.38,5.0,0.355,6.95,81.18
BAT001944,CATL,NMC,81.34,859,21.04,1.418,0.846,,3.3,0.442,1.43,85.94
BAT001945,BYD,NMC,72.87,674,13.59,1.383,1.252,54.25,2.8,0.203,0.1,89.72
BAT001946,LG Chem,NMC,60.9,1102,27.03,0.692,1.041,67.66,2.1,0.17,2.21,81.89
BAT001947,LG Chem,NCA,,236,29.79,0.5,1.226,40.65,15.0,0.319,1.18,94.31
BAT001948,Tesla,NCA,73.48,313,21.96,0.576,0.785,45.55,0.9,0.316,9.65,82.51
BAT001949,,NMC,61.75,676,20.84,0.899,0.808,,0.2,0.158,2.99,89.9
BAT001950,LG Chem,NMC,,782,16.1,1.409,0.847,24.01,0.8,0.078,3.24,87.85
BAT001951,Tesla,NCA,63.86,415,27.36,,1.698,46.12,2.5,0.111,4.82,84.52
BAT001952,Panasonic,NMC,,740,38.61,1.25,1.475,73.77,0.0,0.547,,81.89
BAT001953,CATL,LFP,69.37,1511,36.99,0.5,1.121,45.92,1.0,0.342,2.07,80.97
BAT001954,BYD,NCA,65.02,138,27.11,1.854,1.599,32.86,1.1,0.223,2.14,90.58
BAT001955,Samsung SDI,NCA,61.32,,22.09,0.706,0.566,62.61,0.4,0.36,7.48,82.08
BAT001956,Samsung SDI,NMC,,669,27.67,,0.886,51.5,3.5,0.038,1.33,91.69
BAT001957,CATL,NMC,73.29,637,22.73,0.652,1.605,66.98,12.2,0.499,1.44,86.92
BAT001958,LG Chem,NMC,93.78,666,20.52,1.067,0.895,43.02,4.3,0.417,0.55,90.35
BAT001959,CATL,NCA,,670,-3.82,1.634,1.079,79.23,8.2,0.103,3.46,87.31
BAT001960,BYD,NCA,49.09,639,33.95,0.833,1.188,43.91,2.6,0.424,4.6,77.57
BAT001961,Tesla,LFP,77.23,970,23.67,0.916,1.234,49.51,2.4,0.049,0.45,90.45
BAT001962,LG Chem,LFP,102.84,371,23.59,1.505,1.384,75.7,12.1,0.441,1.36,89.85
BAT001963,BYD,LFP,82.96,531,23.15,1.143,1.238,44.57,0.0,0.296,1.28,92.27
BAT001964,LG Chem,LFP,120.0,495,30.55,0.5,0.817,69.06,1.3,0.144,3.54,
BAT001965,CATL,LFP,79.98,2281,30.97,0.606,0.697,32.68,0.8,0.369,0.56,
BAT001966,CATL,LFP,78.53,805,17.47,,1.273,27.8,,0.034,3.48,92.91
BAT001967,Tesla,NMC,42.67,299,23.76,1.407,,70.47,2.1,0.119,,93.11
BAT001968,Panasonic,NMC,81.42,628,32.74,1.197,1.004,62.96,0.1,0.317,2.63,80.46
BAT001969,Panasonic,LFP,77.53,532,22.66,0.698,1.262,40.91,3.8,0.086,2.39,91.51
BAT001970,Tesla,NMC,68.89,1082,34.75,1.308,,80.72,1.8,0.318,2.6,81.91
BAT001971,Tesla,NMC,72.95,841,35.71,0.5,1.295,38.37,7.8,0.304,0.89,85.08
BAT001972,BYD,LFP,73.98,800,37.29,0.5,0.784,34.87,2.3,0.24,2.76,86.27
BAT001973,Panasonic,LFP,72.3,768,22.82,0.5,1.214,70.57,0.3,0.398,0.56,91.83
BAT001974,LG Chem,NCA,106.35,451,29.91,0.5,0.75,32.2,18.4,0.612,,86.69
BAT001975,Panasonic,NMC,69.44,175,,1.457,1.426,42.32,0.3,0.087,4.65,89.38
BAT001976,Samsung SDI,LFP,77.54,502,32.54,0.724,1.221,73.32,5.7,0.331,0.79,89.22
BAT001977,,NMC,,,27.47,1.015,0.919,39.43,5.3,0.405,0.59,81.49
BAT001978,LG Chem,NCA,86.75,1381,32.79,0.562,1.646,47.37,3.8,,,79.88
BAT001979,BYD,,77.65,699,20.58,1.678,0.914,,4.2,0.154,0.88,93.19
BAT001980,BYD,LFP,70.8,188,24.61,0.682,1.321,52.36,0.9,0.193,1.52,94.43
BAT001981,Tesla,LFP,46.11,839,14.58,0.5,1.61,68.48,1.6,0.137,4.66,87.47
BAT001982,BYD,NMC,78.65,342,23.11,0.5,0.845,29.78,11.6,0.547,3.87,84.02
BAT001983,LG Chem,NCA,,841,19.04,0.838,0.774,85.91,9.8,0.25,1.05,84.8
BAT001984,LG Chem,NCA,74.09,928,27.32,1.309,,36.79,1.4,0.408,0.31,80.16
BAT001985,Tesla,NMC,57.26,1552,31.9,2.199,0.5,20.8,4.5,0.327,0.12,78.35
BAT001986,Tesla,NMC,,,28.95,2.043,1.069,55.84,0.1,0.46,2.94,86.76
BAT001987,,NMC,87.85,334,30.46,1.338,0.93,46.61,0.6,0.32,1.02,92.35
BAT001988,LG Chem,,96.46,894,25.67,0.5,0.743,79.1,2.7,0.163,2.67,88.38
BAT001989,LG Chem,NCA,92.2,500,24.01,1.037,1.046,76.05,,0.146,6.3,
BAT001990,BYD,NCA,83.88,1728,16.79,0.772,0.854,50.75,8.8,0.359,4.44,
BAT001991,BYD,NMC,57.87,645,11.53,0.5,1.563,60.19,9.5,0.29,0.23,90.07
BAT001992,Tesla,NMC,102.65,997,14.44,1.534,0.718,44.68,7.6,0.475,0.24,84.69
BAT001993,CATL,NMC,61.09,718,,0.919,1.351,65.16,2.3,0.154,,92.18
BAT001994,Tesla,,70.97,767,31.39,0.873,0.591,67.89,6.5,0.242,2.28,85.44
BAT001995,BYD,NMC,85.6,737,,0.835,0.997,28.96,2.8,0.492,2.66,84.14
BAT001996,CATL,NMC,86.35,540,19.25,1.404,1.456,48.69,2.4,0.047,3.16,89.44
BAT001997,Samsung SDI,NMC,,477,21.71,0.778,0.5,54.98,0.3,0.59,2.91,85.79
BAT001998,Tesla,LFP,69.0,808,,0.5,0.722,25.0,4.0,0.238,0.44,86.4
BAT001999,Tesla,LFP,65.9,1489,24.73,1.694,0.669,54.7,3.7,0.526,0.97,81.78
BAT002000,Panasonic,NMC,113.02,587,25.94,0.5,1.526,,2.0,0.26,,86.92
BAT002001,Panasonic,LFP,74.41,543,27.87,1.01,1.289,63.87,2.1,0.167,0.31,91.39
BAT002002,Panasonic,LFP,72.57,646,34.76,2.006,1.492,43.97,1.8,0.011,0.5,91.6
BAT002003,Samsung SDI,NCA,64.3,366,25.59,0.773,0.858,26.28,2.2,0.353,1.6,92.82
BAT002004,Panasonic,NMC,78.67,1817,12.64,0.5,0.919,32.46,1.3,0.086,2.33,78.93
BAT002005,Panasonic,NCA,,439,25.89,1.535,,44.07,2.6,0.089,3.84,
BAT002006,BYD,NCA,74.76,2147,35.08,,1.129,60.25,3.1,0.184,1.74,66.36
BAT002007,LG Chem,NMC,80.73,741,29.49,0.5,1.585,66.0,3.3,0.029,2.38,90.29
BAT002008,BYD,NMC,101.45,458,26.51,1.186,0.543,33.92,8.7,0.255,3.96,88.36
BAT002009,Tesla,NCA,66.07,1354,27.48,0.968,0.899,49.83,2.2,0.272,1.2,77.94
BAT002010,LG Chem,LFP,75.65,640,12.14,0.56,0.5,61.86,0.8,0.154,1.23,92.11
BAT002011,Tesla,,65.28,264,11.16,1.791,0.597,34.99,8.1,0.02,3.68,89.7
BAT002012,Tesla,LFP,,783,31.26,0.529,1.616,31.78,1.2,0.216,0.22,89.62
BAT002013,Samsung SDI,LFP,66.47,1134,34.0,1.313,0.798,50.84,3.3,0.526,1.79,82.75
BAT002014,Tesla,NMC,67.12,520,20.59,1.868,1.043,90.0,4.8,0.384,1.09,90.64
BAT002015,CATL,NMC,53.11,279,26.35,1.325,0.5,37.43,1.4,0.069,2.5,95.52
BAT002016,LG Chem,NCA,76.47,395,29.35,1.615,1.054,60.26,4.5,0.484,1.9,89.24
BAT002017,Panasonic,NMC,81.45,972,36.62,2.712,1.021,58.91,0.2,0.241,,82.74
BAT002018,Samsung SDI,,102.91,628,24.44,0.933,1.316,59.11,19.1,,5.35,
BAT002019,Tesla,LFP,82.04,516,30.16,0.701,0.521,39.81,,0.126,4.5,88.9
BAT002020,CATL,LFP,68.25,936,,0.5,0.658,89.57,0.3,0.209,0.87,88.68
BAT002021,Samsung SDI,NMC,54.6,883,23.04,0.886,1.073,49.03,1.8,0.488,0.1,87.8
BAT002022,CATL,NMC,56.68,403,25.45,0.922,0.676,58.04,1.6,0.104,0.11,94.27
BAT002023,Samsung SDI,NMC,55.57,514,17.26,0.704,0.977,25.78,14.0,0.418,0.61,90.33
BAT002024,Tesla,NMC,103.17,499,42.72,1.551,1.277,16.63,12.5,0.257,0.1,89.2
BAT002025,LG Chem,LFP,79.32,363,,0.98,0.546,75.37,2.4,,2.41,91.1
BAT002026,Panasonic,NMC,66.26,1812,33.36,0.866,0.5,49.52,1.0,0.208,1.5,
BAT002027,BYD,NCA,60.6,,,0.503,1.222,60.94,0.3,0.024,0.51,93.45
BAT002028,,,62.16,555,17.77,0.78,0.907,90.0,0.5,0.452,2.64,89.4
BAT002029,Panasonic,LFP,65.86,641,23.56,1.256,0.944,55.95,1.1,0.345,2.24,87.74
BAT002030,CATL,NMC,94.74,867,28.35,0.5,1.225,41.07,0.7,0.07,1.97,86.92
BAT002031,Tesla,NMC,,467,9.07,1.328,1.125,59.36,10.8,0.497,0.11,92.97
BAT002032,CATL,NMC,53.29,324,28.2,,,49.08,8.6,0.467,1.35,93.34
BAT002033,LG Chem,NMC,109.66,218,38.16,0.694,1.031,80.43,2.1,0.24,2.76,91.77
BAT002034,Samsung SDI,LFP,57.9,462,32.96,,1.5,33.38,0.4,0.53,0.42,89.85
BAT002035,CATL,NMC,66.14,545,8.13,0.71,0.931,24.37,2.0,0.425,3.24,85.36
BAT002036,,LFP,94.65,923,27.78,1.142,0.605,57.36,1.6,0.186,,89.74
BAT002037,Tesla,NMC,81.23,257,26.51,1.505,1.751,52.96,0.7,0.27,0.37,90.71
BAT002038,Tesla,NMC,67.95,667,26.9,1.261,1.026,58.77,5.9,0.218,5.16,83.65
BAT002039,Panasonic,NCA,56.53,1025,25.75,1.213,0.865,60.49,7.0,0.306,3.79,79.66
BAT002040,Panasonic,LFP,60.5,587,22.71,1.825,1.1,62.12,,0.247,0.27,92.18
BAT002041,BYD,NMC,61.4,287,8.72,1.924,0.996,49.98,4.7,0.293,0.1,93.04
BAT002042,CATL,NMC,75.11,572,27.18,1.105,1.874,54.57,10.2,0.104,,90.42
BAT002043,LG Chem,NMC,77.87,120,29.39,1.176,0.5,52.1,7.0,0.301,1.45,93.05
BAT002044,Tesla,LFP,72.77,50,21.11,,1.081,25.72,3.1,0.324,4.14,
BAT002045,BYD,NMC,74.41,560,33.81,2.002,0.881,39.43,0.1,0.514,0.15,92.4
BAT002046,BYD,LFP,,50,13.52,0.829,0.751,40.66,,0.03,3.42,99.8
BAT002047,Tesla,LFP,79.4,486,12.92,0.5,0.592,45.02,4.6,0.341,4.46,83.32
BAT002048,CATL,NCA,94.21,998,25.59,0.99,0.559,67.92,,0.112,0.26,86.06
BAT002049,CATL,NMC,72.56,451,20.23,1.3,1.004,40.4,0.2,0.469,0.45,90.03
BAT002050,Tesla,NMC,72.27,742,31.8,1.155,1.052,11.97,9.8,0.373,2.47,84.35
BAT002051,LG Chem,LFP,,154,22.01,0.5,1.113,55.56,10.4,0.184,8.54,85.25
BAT002052,LG Chem,NMC,91.77,,34.51,0.5,1.273,38.47,3.2,0.053,,94.74
BAT002053,Tesla,NMC,61.58,747,49.91,1.031,0.931,29.89,2.0,,6.77,76.2
BAT002054,Samsung SDI,NMC,96.76,322,26.01,0.899,0.672,59.17,4.2,0.45,0.96,89.68
BAT002055,BYD,NMC,81.32,2080,11.11,,1.638,32.08,7.0,0.445,2.02,72.59
BAT002056,CATL,NMC,75.43,952,24.63,0.65,1.192,42.69,0.1,0.539,0.35,82.16
BAT002057,LG Chem,NMC,93.2,519,25.51,0.5,1.416,69.29,3.2,0.11,0.1,92.55
BAT002058,LG Chem,NCA,57.27,1026,33.47,0.724,1.183,57.38,3.3,0.144,2.05,81.44
BAT002059,CATL,LFP,82.83,1021,14.42,0.5,1.092,53.58,5.0,0.293,2.85,86.68
BAT002060,CATL,,81.45,574,23.02,,,33.24,7.9,0.393,0.24,94.47
BAT002061,Tesla,NMC,60.97,1124,35.17,1.498,0.5,34.88,1.3,0.072,2.23,83.93
BAT002062,LG Chem,LFP,81.91,735,36.1,2.221,1.139,62.77,0.4,0.147,0.23,88.26
BAT002063,BYD,NCA,79.25,282,0.32,0.888,0.673,,11.7,0.288,0.28,87.67
BAT002064,LG Chem,NMC,72.32,573,20.2,,0.5,,3.0,0.49,1.65,86.69
BAT002065,Tesla,LFP,87.94,674,13.1,0.861,0.983,25.04,3.4,0.332,10.16,82.41
BAT002066,BYD,LFP,66.42,207,10.14,0.5,1.234,10.0,13.2,0.183,1.19,96.9
BAT002067,Panasonic,NMC,79.05,,22.28,1.327,0.675,61.95,3.1,0.017,1.67,92.29
BAT002068,Panasonic,NCA,73.02,262,20.48,0.914,1.227,59.97,5.5,0.424,2.35,89.95
BAT002069,Tesla,LFP,65.78,1026,39.43,0.946,,54.37,2.2,0.047,1.9,85.23
BAT002070,Panasonic,,82.54,1149,27.43,0.5,0.897,43.72,2.7,0.109,3.61,76.16
BAT002071,BYD,NMC,71.88,592,23.54,1.124,0.952,39.45,2.7,0.265,3.85,84.46
BAT002072,LG Chem,LFP,52.9,933,29.59,0.83,0.894,55.99,4.9,0.352,0.1,91.48
BAT002073,Panasonic,LFP,47.98,662,,0.683,1.253,65.0,5.3,0.675,8.16,76.49
BAT002074,BYD,NMC,86.84,507,33.5,1.147,0.5,64.53,4.6,0.445,4.62,80.18
BAT002075,BYD,LFP,56.69,477,26.82,,0.729,66.92,10.4,0.502,1.27,90.26
BAT002076,BYD,,79.19,1031,24.83,0.744,0.753,,4.0,0.245,1.44,88.81
BAT002077,Panasonic,NMC,75.82,948,26.11,1.922,1.243,26.35,4.0,0.263,2.28,83.99
BAT002078,LG Chem,NMC,69.47,867,24.59,0.506,1.063,32.54,0.4,0.235,4.31,80.33
BAT002079,Samsung SDI,LFP,104.35,579,21.3,0.962,0.584,57.52,12.5,0.193,0.64,91.84
BAT002080,BYD,NCA,77.7,376,32.3,1.076,0.757,48.94,0.9,0.046,2.12,88.66
BAT002081,Tesla,NMC,86.33,473,23.65,0.5,1.328,31.31,3.0,0.117,1.87,90.37
BAT002082,Tesla,LFP,79.27,635,17.9,0.7,1.055,60.6,15.6,0.116,0.1,91.68
BAT002083,LG Chem,NMC,71.53,394,25.14,1.549,1.374,50.01,0.4,0.075,0.99,94.66
BAT002084,Samsung SDI,NCA,74.71,692,30.02,0.985,1.605,41.14,16.9,0.139,0.6,87.08
BAT002085,CATL,LFP,96.88,619,14.81,1.062,0.907,78.11,6.2,0.651,,88.46
BAT002086,LG Chem,LFP,91.32,451,23.12,0.5,0.538,21.5,3.0,0.372,4.26,89.98
BAT002087,Tesla,LFP,104.28,732,19.39,,1.542,62.56,1.9,0.221,,84.96
BAT002088,CATL,NMC,78.32,50,40.28,0.5,1.032,51.98,5.1,0.075,5.68,88.73
BAT002089,BYD,NMC,61.85,332,25.64,0.624,1.127,82.98,5.4,0.421,0.36,86.66
BAT002090,,NCA,68.39,937,35.87,0.587,1.095,50.51,3.4,0.209,1.72,79.97
BAT002091,BYD,NMC,57.18,518,26.71,2.01,,71.07,12.0,0.142,3.81,88.91
BAT002092,Samsung SDI,LFP,86.51,694,27.33,0.874,1.095,46.24,2.9,,2.77,90.84
BAT002093,Panasonic,NCA,66.21,589,24.57,1.177,0.965,68.18,5.6,0.357,0.33,94.71
BAT002094,LG Chem,NMC,,493,23.44,0.773,0.615,62.38,15.3,0.077,2.12,93.43
BAT002095,Panasonic,NCA,111.96,433,24.48,1.244,0.5,53.23,,0.151,1.64,92.76
BAT002096,BYD,NCA,66.44,527,6.22,0.5,,67.25,2.8,0.194,1.43,89.7
BAT002097,CATL,LFP,66.35,,24.92,0.5,0.866,52.94,6.6,0.41,1.51,89.32
BAT002098,CATL,,100.07,618,13.63,1.22,0.5,40.01,0.9,0.076,1.72,93.53
BAT002099,BYD,NMC,56.88,884,26.21,0.636,1.13,72.69,0.4,0.088,5.65,81.49
BAT002100,LG Chem,NMC,92.05,889,16.57,1.386,0.831,50.49,11.1,0.168,0.11,86.67
BAT002101,Samsung SDI,LFP,66.19,241,25.66,0.5,1.171,52.98,0.9,0.226,1.05,93.73
BAT002102,CATL,LFP,55.14,669,27.25,0.614,1.153,55.58,0.6,0.197,1.5,90.13
BAT002103,Tesla,LFP,100.59,788,34.92,1.922,0.5,39.77,5.4,0.412,2.31,83.27
BAT002104,CATL,NMC,88.85,315,27.22,2.248,1.165,76.43,5.2,0.391,1.28,89.24
BAT002105,BYD,NMC,88.8,599,23.14,0.921,1.464,54.4,8.7,0.357,0.8,89.2
BAT002106,Panasonic,LFP,80.51,397,44.54,,0.864,60.08,5.5,0.061,1.73,88.65
BAT002107,BYD,LFP,83.99,1654,30.01,1.345,1.17,64.25,1.3,0.404,0.2,80.79
BAT002108,Samsung SDI,NCA,56.52,767,24.31,1.086,0.882,75.37,1.8,0.311,,86.82
BAT002109,Panasonic,LFP,76.67,639,19.73,0.5,0.696,13.85,5.5,0.146,0.1,91.77
BAT002110,Samsung SDI,LFP,61.07,570,26.07,1.283,1.474,23.52,3.0,0.081,0.81,96.21
BAT002111,Tesla,,54.17,624,12.0,0.758,0.554,51.42,0.1,0.019,4.48,95.22
BAT002112,Panasonic,LFP,81.16,764,25.56,,0.607,66.87,8.8,0.395,0.69,90.48
BAT002113,Tesla,NMC,92.37,801,19.54,1.638,1.245,49.97,,0.334,0.54,88.12
BAT002114,Samsung SDI,NCA,69.25,682,22.72,0.601,0.683,46.06,1.0,0.383,4.1,79.28
BAT002115,CATL,LFP,71.82,606,38.96,0.525,1.303,82.21,0.9,0.256,1.59,87.59
BAT002116,Tesla,NMC,57.93,512,21.6,,1.501,23.85,3.1,0.487,3.98,85.94
BAT002117,LG Chem,NMC,75.11,552,30.53,1.752,0.705,73.58,8.5,0.17,0.23,91.02
BAT002118,CATL,NMC,86.4,514,42.28,1.588,1.069,45.29,,0.549,0.1,85.1
BAT002119,Tesla,NMC,86.87,661,45.36,0.5,1.092,72.63,0.6,0.067,4.13,80.28
BAT002120,Samsung SDI,NMC,83.18,778,27.6,0.5,0.674,53.14,0.4,0.105,1.73,90.44
BAT002121,BYD,NMC,65.72,836,17.25,1.156,0.735,85.36,,0.227,5.01,83.25
BAT002122,LG Chem,,65.25,,20.45,0.763,1.161,32.63,4.1,0.128,0.84,
BAT002123,Samsung SDI,,86.93,587,16.84,1.473,1.017,41.23,4.4,0.264,1.28,90.9
BAT002124,LG Chem,,87.18,456,22.54,0.718,0.5,57.02,0.1,0.047,5.14,89.86
BAT002125,Samsung SDI,NMC,72.42,347,,,0.935,18.79,11.2,0.294,1.99,91.39
BAT002126,CATL,LFP,68.61,787,18.6,0.538,0.947,49.03,0.7,0.154,4.92,87.79
BAT002127,CATL,NMC,92.51,634,28.83,0.912,0.868,30.43,0.1,0.211,5.61,84.11
BAT002128,Tesla,NMC,69.6,494,21.55,0.5,1.178,56.59,3.6,0.444,0.13,91.88
BAT002129,Samsung SDI,NMC,86.19,1518,22.46,0.5,0.89,79.87,8.1,0.103,1.27,82.18
BAT002130,LG Chem,LFP,72.95,1089,14.02,2.18,1.362,72.52,10.6,0.122,2.01,87.7
BAT002131,Tesla,LFP,59.29,808,25.48,1.402,0.558,77.97,0.5,0.436,4.23,85.2
BAT002132,Tesla,NMC,99.18,1512,24.34,1.688,0.779,36.82,13.7,0.194,0.84,79.08
BAT002133,CATL,LFP,76.8,517,20.8,0.5,,57.81,1.3,0.021,1.74,94.53
BAT002134,LG Chem,NMC,64.34,476,27.67,1.266,0.5,21.42,0.3,0.193,0.99,93.59
BAT002135,BYD,NCA,54.14,1756,25.83,2.124,0.878,44.64,1.5,0.152,0.9,75.76
BAT002136,Samsung SDI,NCA,55.65,589,29.11,1.137,0.839,63.56,3.5,0.422,1.57,86.93
BAT002137,Tesla,LFP,69.41,50,29.43,1.645,0.5,66.9,13.1,0.267,0.73,94.56
BAT002138,BYD,LFP,103.88,309,30.01,1.835,0.5,64.02,3.0,0.297,0.14,95.49
BAT002139,Tesla,LFP,66.23,780,36.68,0.798,0.982,32.03,4.5,0.161,0.2,90.9
BAT002140,BYD,LFP,96.71,1193,25.9,1.449,0.533,,0.2,0.515,0.38,
BAT002141,BYD,LFP,73.04,1219,18.38,1.693,0.911,51.04,1.8,0.128,1.09,87.17
BAT002142,CATL,NCA,57.28,2105,21.99,0.961,1.036,51.08,4.4,0.187,0.26,74.31
BAT002143,BYD,LFP,67.9,715,-5.38,0.5,0.625,43.24,4.5,0.109,1.8,86.71
BAT002144,Panasonic,LFP,55.79,896,18.56,1.355,0.866,32.1,3.0,0.391,2.04,87.22
BAT002145,LG Chem,,62.16,168,7.41,0.576,1.168,47.31,2.3,0.465,3.74,90.03
BAT002146,BYD,LFP,,488,26.62,0.975,0.826,64.2,13.0,0.266,0.97,92.07
BAT002147,LG Chem,,46.44,610,25.24,0.942,1.249,39.03,7.6,0.188,0.44,91.85
BAT002148,Panasonic,NMC,97.69,801,38.4,0.748,1.268,52.87,0.4,0.331,4.37,78.03
BAT002149,LG Chem,NMC,78.17,1424,37.95,1.472,0.696,43.57,2.6,0.227,0.51,
BAT002150,BYD,NMC,64.71,1502,29.76,0.867,0.72,32.48,0.6,0.161,6.5,72.94
BAT002151,Panasonic,NMC,78.33,549,,1.546,1.438,66.95,2.4,0.26,3.8,87.01
BAT002152,Tesla,NMC,62.47,965,19.19,0.5,0.5,75.72,4.5,0.295,1.41,83.36
BAT002153,BYD,NCA,40.0,364,26.32,1.443,1.128,56.75,1.3,0.458,0.77,90.39
BAT002154,BYD,LFP,119.35,,24.18,0.5,1.064,44.65,3.9,0.341,1.57,92.99
BAT002155,Tesla,LFP,77.84,726,26.02,0.822,1.043,73.82,2.0,,2.72,86.61
BAT002156,Panasonic,NMC,66.16,701,19.62,0.876,0.733,80.81,,0.438,4.15,83.83
BAT002157,Tesla,LFP,45.99,,27.93,1.966,0.92,88.42,1.6,0.061,0.27,86.27
